Proposal ID,Programme Name,Sub-Programme,Supplement,Lead Applicant,Research Body,Proposal Title,Start Date,End Date,Funding
15/PSS/03,SFI-IRC Postgraduate Scholarship Scheme,STEM Education Theme,,Olive Walsh,Irish Research Council,STEM Awards x 2,10/01/2015,9/30/2019,101701
15/PSS/04,SFI-IRC Postgraduate Scholarship Scheme,STEM Education Theme,,Olive Walsh,Irish Research Council,Science Policy & Innovaton Awards x 4,10/01/2015,9/30/2019,286462
15/PSS/05,SFI-IRC Employment Based PhD Fellowships,,,Justin Sinnott,Irish Research Council,Employment Awards,10/01/2015,9/30/2019,262700
15/BIAP/3181,SFI Strategic Partnership Programme,Pfizer Biotherapeutics Innovation Award Programme ,,Anne Moore,University College Cork (UCC),A novel antibody approach to enhance T-cell activation for cancer therapy,01/01/2016,10/31/2018,487252
15/BIAP/3185,SFI Strategic Partnership Programme,Pfizer Biotherapeutics Innovation Award Programme ,,Leonie Young,Royal College of Surgeons in Ireland (RCSI),Development of a novel biotherapeutic for the treatment of ER-positive primary and metastatic breast cancer,01/01/2016,12/31/2018,443633
15/BIAP/3194,SFI Strategic Partnership Programme,Pfizer Biotherapeutics Innovation Award Programme ,,Martin Steinhoff,University College Dublin (UCD),Development of an antibody therapeutic for the treatment of neuropathic pain and chronic pruritus (itch),01/01/2016,7/31/2017,142883
12/RC/2289s5,SFI Research Centres Programme,,Maternity / Adoptive Allowance,Oliver Daniels,"National University of Ireland, Galway (NUIG)",INSIGHT - Irelands Big Data and Analytics Research Centre,11/09/2015,05/08/2016,8830
15/FELLOWSHIP/1022,SFI Fellowship Programme,,,VP Research (UCD),University College Dublin (UCD),SFI Fellowship,12/10/2015,05/09/2017,79091
15/WT/SEED/3260,SFI-HRB-Wellcome Trust Biomedical Research Partnership,Seed Awards in Science,,Dermot Cox,Health Research Board (HRB),Validation of FcgRIIa as a potential drug target in sepsis,08/01/2015,7/31/2016,19749
15/WT/SEED/3261,SFI-HRB-Wellcome Trust Biomedical Research Partnership,Seed Awards in Science,,Dervla O'Malley,Health Research Board (HRB),Electrophysiological investigations on the molecular mechanisms underlying gut-to-brain signalling evoked by colonic microbiota,05/01/2015,4/30/2017,29890
15/Fellowship/1023,SFI Fellowship Programme,,,VP Research (UCD),University College Dublin (UCD),SFI Fellowship,12/14/2015,12/13/2017,104099
15/CWB/3272,SFI Conferences and Workshops Programme,Brussels Conference Programme,,William Donnelly,Waterford Institute of Technology (WIT),Europe's Opportunity in Digital Agriculture,12/01/2015,2/29/2016,17683
DP15 / 003,SFI Discover Programme,,,Sibel Erduran,University of Limerick (UL),"Step into Science:  Engaging Students, Teachers and Parents in Debates",01/01/2016,12/31/2016,14580
DP15 / 007,SFI Discover Programme,,,Adegboyega Ojo,"National University of Ireland, Galway (NUIG)",Apps4Gaps,01/01/2016,12/31/2016,3500
DP15 / 009,SFI Discover Programme,,,Valerie Cowman,The Cork Electronics Industry Association (CEIA),Steering Youth to STEM (SYSTEM),01/01/2016,12/31/2016,48557
DP15 / 010,SFI Discover Programme,,,Nigel Flegg,The National Concert Hall,Music and Science: Quadratics to Quavers,01/01/2016,12/31/2016,23300
DP15 / 013,SFI Discover Programme,,,Mary Colclough,Trinity College Dublin (TCD),Science LIVE! - virtual tours of Irish science centres,01/01/2016,6/30/2018,29056
DP15 / 018,SFI Discover Programme,,,Aoibhinn Ni Shuilleabhain,University College Dublin (UCD),Maths Sparks: Problem Solving Workshops,01/01/2016,12/31/2016,12635
DP15 / 024,SFI Discover Programme,,,Eilish McLoughlin,Dublin City University (DCU),Physics Busking,01/01/2016,12/31/2016,31642
DP15 / 026,SFI Discover Programme,,,Mervyn Horgan,Cork City Council t/a Lifetime Lab,VEX IQ Junior Robotics Programme,01/01/2016,12/31/2016,50000
DP15 / 030,SFI Discover Programme,,,Declan Gibbons,Galway Film Resource Centre Ltd T/A Film Resource Centre,Science on Screen - Galway,01/01/2016,12/31/2016,100000
DP15 / 037,SFI Discover Programme,,,Jessamyn Fairfield,Trinity College Dublin (TCD),Bright Club,01/01/2016,12/31/2016,10441
DP15 / 041,SFI Discover Programme,,,Claire Mulhall,Royal Dublin Society (RDS),RDS Primary Science Fair Regionalisation,01/01/2016,9/30/2016,50000
DP15 / 044,SFI Discover Programme,,,Tadhg Crowley,University College Cork (UCC),"Gut Instinct: Art, food and feeling",01/01/2016,3/31/2017,15000
DP15 / 048,SFI Discover Programme,,,Jennifer Moroney-Ward,Learning Hub Limerick Ltd,Science Hub at Learning Hub Limerick,01/01/2016,12/31/2016,15000
DP15 / 058,SFI Discover Programme,,,Alf Desire,British Council Ireland,Famelab Ireland 2016,01/01/2016,12/31/2016,35850
DP15 / 060,SFI Discover Programme,,,Tomas Ward,"National University of Ireland, Maynooth (NUIM)",Dublin Maker 2016,01/01/2016,12/31/2016,50000
DP15 / 062,SFI Discover Programme,,,Aoibheann Bird,"National University of Ireland, Galway (NUIG)",Thesis in 3,01/01/2016,12/31/2016,15839
DP15 / 064,SFI Discover Programme,,,Susan Schreibman,"National University of Ireland, Maynooth (NUIM)",Letters of 1916: Community Engagement,01/01/2016,12/31/2016,10837
DP15 / 068,SFI Discover Programme,,,Jenny Beale,Brigit's Garden,Nature's Power 2: Energy and Environment Education for STEM,01/01/2016,12/31/2016,24000
DP15 / 074,SFI Discover Programme,,,Gillian Keating,iWish STEM,I Wish (Inspiring Women in Stem),01/01/2016,3/31/2016,25000
DP15 / 078,SFI Discover Programme,,,Karen McCarthy,Tyndall National Institute (TNI),The Dissection of Instrumentation- Interactions between Art and Science,01/01/2016,12/31/2016,37459
DP15 / 081,SFI Discover Programme,,,Shane McCracken,Gallomanor Communications,"I'm a Scientist/Engineer, Get me out of here!",01/01/2016,12/31/2016,34000
DP15 / 087,SFI Discover Programme,,,Mervyn Horgan,Cork City Council t/a Lifetime Lab,Exploristica' Adventures in Statistics,01/01/2016,12/31/2016,25000
DP15 / 091,SFI Discover Programme,,,Orla Feely,University College Dublin (UCD),The Scientist's Apprentice - Irish Independent Book Series November 2016,01/01/2016,12/31/2016,143172
DP15 / 094,SFI Discover Programme,,,Lisa McKittrick,Junior Achievement Ire Ltd,Futurewize,01/01/2016,12/31/2016,80000
DP15 / 095,SFI Discover Programme,,,Marc McCarthy,University College Cork (UCC),The Microbiome and Me,01/01/2016,6/30/2017,43500
DP15 / 096,SFI Discover Programme,,,Kate Morris,Irish Universities Association (IUA),Campus Engage Participate Programme - Building STEM capacity in Community-based Learning,01/01/2016,12/31/2016,28919
DP15 / 104,SFI Discover Programme,,,Hannah Spry,Royal Society of Chemistry,Expansion of Spectroscopy in a Suitcase(SIAS) and CPD in Ireland,01/01/2016,12/31/2016,50000
DP15 / 105,SFI Discover Programme,,,Edelle Moss,Feilte Dhuibh Linne Teoranta t/a St Patrick’s Day Festival,SFI Discover Zone at The Festival Big Day Out,01/01/2016,4/30/2016,33367
DP15 / 106,SFI Discover Programme,,,Daniel Vincent McCarthy,The Festival of Curiosity Ltd,The Curiosity Studio,01/01/2016,12/31/2016,50000
DP15 / 107,SFI Discover Programme,,,Dominic McEvoy,Kildare Education Centre,The Algebra Project in Ireland,01/01/2016,12/31/2016,27319
DP15 / 111,SFI Discover Programme,,,Suzanne Little,"National University of Ireland, Galway (NUIG)",Girl Hack Ireland,01/01/2016,12/31/2016,37776
DP15 / 116,SFI Discover Programme,,,Sheila Donegan,Waterford Institute of Technology (WIT),CALMAST STEM Outreach Hub for Southeast of Ireland,01/01/2016,12/31/2016,50000
DP15 / 015,SFI Discover Programme,,,Vincent Wade,Trinity College Dublin (TCD),The Problem-Solving Initiative (PSI),01/01/2016,12/31/2017,220000
DP15 / 051,SFI Discover Programme,,,Sheila Porter,Scifest Limited,SciFest,01/01/2016,12/31/2017,200000
DP15 / 075,SFI Discover Programme,,,Sylvia Leatham,The Institution of Engineers of Ireland,Engineers Ireland STEPS programme 2016 & 2017: Engineering Futures,01/01/2016,12/31/2017,420000
DP15 / 084,SFI Discover Programme,,,Niall Smith,Cosmos Education Ltd T/A Blackrock Castle Observatory,Driving STEM Learning and Awareness using Space as the Theme,01/01/2016,12/31/2017,200000
DP15 / 110,SFI Discover Programme,,,Daniel Vincent McCarthy,The Festival of Curiosity Ltd,The Festival of Curiosity 2016 and 2017,01/01/2016,12/31/2017,200000
DP15 / 112,SFI Discover Programme,,,Eoin Gill,Waterford Institute of Technology (WIT),Maths Week Ireland,01/01/2016,12/31/2017,119998
DP15 / 102,SFI Discover Programme,,,Lynn Scarff,Trinity College Dublin (TCD),Going Deeper' at Science Gallery Dublin,01/01/2016,12/31/2016,50000
DP15 / 034,SFI Discover Programme,,,Noirin Burke,Galway Atlantaquaria,Engaging the public and students with Ireland's Renewable Ocean Energy.,01/01/2016,12/31/2016,24000
15/JP-HDHL/3270,EU Joint Programming Initiative,A Healthy Diet for a Healthy Life JPI (HDHL-JPI),,John Cryan,University College Cork (UCC),A Menu for Brain Responses Opposing Stress-Induced Alternations in Cognition (AMBROSIAC),04/01/2016,9/30/2019,499474
15/ERA-CSM/3267,EU Joint Programming Initiative,ERA-Net Cofund for Systems Medicine (ERACoSysMed),,Cormac Taylor,University College Dublin (UCD),ERACoSysMed JTC - The impact of hypoxia on inflammation ad tumorigenesis in Ulcerative Colitis (OxyUC),05/01/2016,7/31/2019,290377
15/ERA-CSM/3268,EU Joint Programming Initiative,ERA-Net Cofund for Systems Medicine (ERACoSysMed),,Jochen Prehn,Royal College of Surgeons in Ireland (RCSI),ERACoSysMed JTC - The impact of hypoxia on inflammation ad tumorigenesis in Ulcerative Colitis (OxyUC),05/01/2016,9/30/2019,282266
DP15/032,SFI Discover Programme,,,Alan Gillespie,Screentime Shinawil Limited,Peak Performance,01/01/2016,12/31/2016,30000
16/CW/3794,SFI Conferences and Workshops Programme,,,Conor O'Mahony,Tyndall National Institute (TNI),27th Micromechanics and Microsystems Europe Workshop (MME 2016),06/01/2016,8/31/2016,8000
16/ERCD/3797,SFI ERC Development Programme,,,Robert Whelan,Trinity College Dublin (TCD),"The Neurobiology of Voluntary Nicotine Abstinence: Genetics, Environment and Neurocognitive Endophenotypes",11/01/2016,10/31/2019,599679
12/RC/2289s6,SFI Research Centres Programme,,Maternity / Adoptive Allowance,Oliver Daniels,"National University of Ireland, Galway (NUIG)",INSIGHT - Irelands Big Data and Analytics Research Centre,01/04/2016,07/03/2016,24061
15/FELLOWSHIP/1024,SFI Fellowship Programme,,,Noel O'Connor,Dublin City University (DCU),SFI Fellowship,02/01/2016,1/31/2018,173855
12/RC/2289s7,SFI Research Centres Programme,,Maternity / Adoptive Allowance,Oliver Daniels,"National University of Ireland, Galway (NUIG)",INSIGHT - Irelands Big Data and Analytics Research Centre,1/16/2016,6/15/2016,25522
16/CWB/3281,SFI Conferences and Workshops Programme,Brussels Conference Programme,,Fergus Shanahan,University College Cork (UCC),Microbiome-based Foods for Health and Sustainability,02/01/2016,5/31/2016,35474
12/RC/2289s8,SFI Research Centres Programme,,Maternity / Adoptive Allowance,Oliver Daniels,"National University of Ireland, Galway (NUIG)",INSIGHT - Irelands Big Data and Analytics Research Centre,01/11/2016,07/10/2016,49923
13/IA/1881s,SFI Investigator Programme,,Maternity / Adoptive Allowance,Jochen Prehn,Royal College of Surgeons in Ireland (RCSI),BCL-2 family proteins and cellular bioenergetics in the control of cell survival: Towards novel predictive and prognostic markers for disease progression and therapy responses in colorectal cancer patients?,3/28/2016,9/27/2016,22861
12/IP/1731(T),SFI Investigator Programme,,,Dermot Brougham,University College Dublin (UCD),Long-circulating Magnetic Nanoparticles for Biomedical Applications through Mimetic Surface Chemistry,01/01/2016,12/31/2017,95429
16/CW/3800,SFI Conferences and Workshops Programme,,,Daniela Tropea,Trinity College Dublin (TCD),Biology of Brain Disorders,06/01/2016,11/30/2016,8400
16/CW/3801,SFI Conferences and Workshops Programme,,,Peter Thorne,"National University of Ireland, Maynooth (NUIM)",9th ACRE Workshop and Historical Weather and Climate Data Forum,06/01/2016,5/31/2017,5000
16/SP/3804,SFI Spokes Programme,Fixed Call,,Dan Kilper,Trinity College Dublin (TCD),ENABLE:  Connecting communities to smart urban environments through the Internet of Things,09/01/2017,8/31/2022,10224761
16/CW/3805,SFI Conferences and Workshops Programme,,,Gerald Barry,University College Dublin (UCD),UCD squared - Connected One Health,06/01/2016,11/30/2016,1616
16/CW/3808,SFI Conferences and Workshops Programme,,,Grainne Kirwan,"Dun Laoghaire Institute of Art, Design & Technology (IADT)","21st Annual CyberPsychology, CyberTherapy & Social Networking Conference (CYPSY21)",06/01/2016,11/30/2016,16000
16/SP/3809,SFI Spokes Programme,Fixed Call,,Michael Morris,Trinity College Dublin (TCD),PPSAD: Plasma Processes for Selective Area Deposition,07/01/2017,6/30/2021,1515390
16/CW/3810,SFI Conferences and Workshops Programme,,,Jon-Ivar Skullerud,"National University of Ireland, Maynooth (NUIM)",Quark Confinement and the Hadron Spectrum,07/07/2018,08/06/2018,8197
16/CW/3816,SFI Conferences and Workshops Programme,,,Fionnuala Ní Áinle,University College Dublin (UCD),Venous Thromboembolism (VTE) Dublin 2016,06/01/2016,11/30/2016,5000
13/IA/1840(T),SFI Investigator Programme,Non-Themed and Non-ERC,,Andreas Heise,Royal College of Surgeons in Ireland (RCSI),Functional polymers for (nano)medical devices,01/01/2016,12/31/2021,1677148
16/ERCS/3821,SFI ERC Support Programme,,,VP Research (UCD),University College Dublin (UCD),SFI ERC Support Programme - Robert B Staszewski (UCD),05/09/2016,05/08/2021,159889
16/SP/3827,SFI Spokes Programme,Fixed Call,,Paul Ross,University College Cork (UCC),Determinants of Mother-to-Infant Transfer of Microbiota,07/01/2017,6/30/2022,2151881
16/SP/3829,SFI Spokes Programme,Fixed Call,,Jerry Murphy,University College Cork (UCC),Sustainable Energy and Fuel Efficiency Spoke,09/01/2017,8/31/2022,2824492
16/RC/3835,SFI Research Centres Programme,Phase 1,,Donagh Berry,Teagasc,VistaMilk Centre,09/01/2018,8/31/2024,25629333
16/ERCS/3838,SFI ERC Support Programme,,,Niall Smith,Munster Technological University (MTU),SFI ERC Support Programme,08/09/2016,08/08/2019,268000
14/US/B3116,SFI US-Ireland R&D Partnership Programme,Full Proposal,,Philip Cummins,Dublin City University (DCU),COMP.Ang1: Vascular Normalization and Neuroprotection for Diabetic Retinopathy,04/01/2016,12/31/2020,428372
15/COEN/3037,EU Joint Programming Initiative,Centres for Excellence in Neurodegeneration (COEN),,Cora O'Neill,University College Cork (UCC),Therapeutic targeting of impaired lysosomal flux in Alzheimer's disease,05/01/2016,11/30/2018,201164
15/JP-HDHL/3279,EU Joint Programming Initiative,A Healthy Diet for a Healthy Life JPI (HDHL-JPI),,Paul O'Toole,University College Cork (UCC),Diet Induced Arrangement of the gut Microbiome for Improvement of Cardiometabolic health (DINAMIC),06/01/2016,12/31/2019,498810
15/JP-HDHL/3280,EU Joint Programming Initiative,A Healthy Diet for a Healthy Life JPI (HDHL-JPI),,Douwe van Sinderen,University College Cork (UCC),Impact of early life on microbiome development and later health (EarlyMicroHealth),05/01/2016,10/31/2019,498874
15/SPP/3257,SFI Strategic Partnership Programme,,,Walter Kolch,University College Dublin (UCD),"Usage of Omics Technology for Identification of Critical Mediators and Pathways in Patients with Recalcitrant Atopic Dermatitis, Psoriasis and Hidrenitis Suppurvativa",04/01/2016,7/31/2020,653304
16/FRL/3845,SFI President of Ireland Future Research Leaders Programme ,,,John Laffey,"National University of Ireland, Galway (NUIG)",Restoring immune homeostasis with mesenchymal stromal cells to attenuate late sepsis ,11/01/2017,10/31/2022,1548208
16/RP/3849,SFI Research Professorship Programme,Targeted Research Professorship Programme,,Murray Hitzman,University College Dublin (UCD),Innovative Geological Research to Improve Mineral Resource Discovery and Sustainable Development,03/01/2018,2/28/2023,5929885
16/ERCD/3854,SFI ERC Development Programme,,,Orla Hardiman,Trinity College Dublin (TCD),Deciphering ALS Heterogeneity: A Precision Medicine Approach to Network Based Biomarker Development,09/01/2016,8/31/2019,610639
16/FRL/3855,SFI President of Ireland Future Research Leaders Programme ,,,Claire McCoy,Royal College of Surgeons in Ireland (RCSI),microRNA-155 as a master regulator of macrophage plasticity in multiple sclerosis,09/01/2017,8/31/2022,1549814
16/FRL/3865,SFI President of Ireland Future Research Leaders Programme ,,,Lydia Lynch,Trinity College Dublin (TCD),Immunometabolic and epigenetic changes in obesity leading loss of immune surveillance: Prospects for novel therapeutics for obesity-related diseases,07/01/2017,6/30/2022,1527989
16/FRL/3870,SFI President of Ireland Future Research Leaders Programme,,,Deirdre O'Carroll,Trinity College Dublin (TCD),Green Photonics: Metasurface Photonic Materials for Thin-Film Energy Efficiency and Energy Harvesting Applications,05/01/2018,9/30/2019,279468
16/RC/3872,SFI Research Centres Programme,Phase 1,,Denis Dowling,University College Dublin (UCD),I-Form Advanced Manufacturing Research Centre,11/01/2017,10/31/2023,15709450
16/FRL/3886,SFI President of Ireland Future Research Leaders Programme ,,,Christina Kiel,University College Dublin (UCD),Quantitative and systems analysis of (patho)physiological signalling networks,09/01/2017,8/31/2022,1570342
16/RC/3889,SFI Research Centres Programme,Phase 1,,Kevin O'Connor,University College Dublin (UCD),Bioeconomy Research Centre (BiOrbic),10/01/2017,9/30/2023,15021703
16/ERCS/3904,SFI ERC Support Programme,,,Anita Maguire,University College Cork (UCC),SFI ERC Support Programme – Maria McNamara (University College Cork),08/01/2016,7/31/2021,272473
16/TIDA/3916,SFI Technology Innovation Development Award ,,,Brian Ward,"National University of Ireland, Galway (NUIG)",The Surface Ocean Autonomous Profiling Platform (SOAPP): Optimisation toward Commercial Potential,01/01/2017,11/30/2018,124639
16/TIDA/3917,SFI Technology Innovation Development Award ,,,William Wright,University College Cork (UCC),uBeeClean: Varroa mite removal using airborne ultrasound,01/01/2017,12/31/2018,125695
16/RC/3918,SFI Research Centres Programme,Phase 1,,Conor McCarthy,University of Limerick (UL),Confirm Centre for Smart Manufacturing,10/01/2017,9/30/2023,32171331
16/TIDA/3924,SFI Technology Innovation Development Award ,,,Isabel Rozas,Trinity College Dublin (TCD),RATIONALLY DESIGNED INHIBITORS OF STAPHYLOCOCCUS AUREUS COLONIZATION ,01/01/2017,4/30/2018,129911
16/CW/3933,SFI Conferences and Workshops Programme,,,Karsten Rode,Trinity College Dublin (TCD),"The IEEE International Magnetics Conference, INTERMAG Europe 2017",10/01/2016,6/30/2017,55000
16/TIDA/3936,SFI Technology Innovation Development Award ,,,David Brayden,University College Dublin (UCD),Silica nanoshells for oral peptide delivery: widening the platform,01/01/2017,2/28/2018,101097
16/DP/3941,SFI Discover Programme,,,Liz McBain,British Council Ireland,FameLab Ireland 2017,01/01/2017,12/31/2017,49300
09/SRC/E1780s,SFI Strategic Research Cluster Programme,,Maternity / Adoptive Allowance,Mark O'Malley,University College Dublin (UCD),SRC SEES: Sustainable Electrical Energy Systems,3/14/2016,9/13/2016,54086
11/SIRG/B2165s,SFI Starting Investigator Research Grant,,Maternity / Adoptive Allowance,Judith Coppinger,University College Dublin (UCD),Characterisation of Hsp90 trafficking pathways in Cystic Fibrosis,5/13/2016,11/12/2016,40995
12/RC/2272s6,SFI Research Centres Programme,,Maternity / Adoptive Allowance,Louise Kenny,University College Cork (UCC),Irish Centre for Fetal and Neonatal Translational Research (INFANT),3/28/2016,9/27/2016,32820
12/RC/2278s4,SFI Research Centres Programme,,Maternity / Adoptive Allowance,Michael Morris,Trinity College Dublin (TCD),Advanced Materials and BioEngineering Research Centre (AMBER),03/01/2016,5/31/2016,18326
16/CW/3942,SFI Conferences and Workshops Programme,,,Vladimir Dotsenko,Trinity College Dublin (TCD),12th William Rowan Hamilton Geometry and Topology Workshop,07/01/2016,12/31/2016,5000
16/CW/3946,SFI Conferences and Workshops Programme,,,Elizabeth Brint,University College Cork (UCC),"Inaugural joint annual meeting of the Irish Society of Immunology and the Microbiological Society ( Irish Division). ""Exploring the microbe immune system imterface""",07/01/2016,8/31/2016,8510
16/DP/3947,SFI Discover Programme,,,Enda O'Connell,"National University of Ireland, Galway (NUIG)",ReelLIFE SCIENCE Video Competition,01/01/2017,12/31/2017,7724
16/RC/3948,SFI Research Centres Programme,Phase 1,,David Henshall,Royal College of Surgeons in Ireland (RCSI),FutureNeuro,10/01/2017,9/30/2023,10322285
16/DP/3949,SFI Discover Programme,,,Alison Eldridge,Royal Society of Chemistry,Expansion of Spectroscopy in a Suitcase (SIAS),01/01/2017,12/31/2017,50000
16/CW/3951,SFI Conferences and Workshops Programme,,,Tobias Engel,Royal College of Surgeons in Ireland (RCSI),Neuroscience Ireland Young Investigator Workshop,07/01/2016,8/31/2016,2250
16/CW/3956,SFI Conferences and Workshops Programme,,,Louise Kenny,University College Cork (UCC),"INFANT Research Workshop: "" Better Outcomes for Maternal, Fetal and Infant Health""",07/01/2016,8/31/2016,3000
16/DP/3970,SFI Discover Programme,,,Anca Mustata,University College Cork (UCC),The IMT National Integration of Mathematics Outreach,01/01/2017,6/30/2018,49998
16/DP/3971,SFI Discover Programme,,,Tomas Ward,"National University of Ireland, Maynooth (NUIM)",Dublin Maker 2017,01/01/2017,12/31/2017,50000
16/TIDA/3980,SFI Technology Innovation Development Award ,,,Sara Farrona,"National University of Ireland, Galway (NUIG)",Enhancing plant growth and resilience by Ensifer-mediated seed priming,01/01/2017,6/30/2018,118230
16/DP/3982,SFI Discover Programme,,,Pramod Pathak,National College of Ireland (NCI),ELI Afterschool Coding Club,01/01/2017,12/31/2017,20413
16/TIDA/3987,SFI Technology Innovation Development Award ,,,Paul Murphy,"National University of Ireland, Galway (NUIG)",Design and synthesis of carbohydrate based therapies for fibrosis,01/01/2017,9/30/2018,126859
16/TIDA/3991,SFI Technology Innovation Development Award ,,,Laure Marignol,Trinity College Dublin (TCD),Development of a Companion diAgnostic teSt for radiotheraPy prostAte canceR patients (CASPAR),01/01/2017,7/31/2018,125667
16/TIDA/3992,SFI Technology Innovation Development Award ,,,Andrew Phillips,University College Dublin (UCD),Development of Regenerative and Systematically Upgradable Antibiotic Polymers,01/01/2017,8/31/2018,126266
16/CW/3995,SFI Conferences and Workshops Programme,,,Denis Shields,University College Dublin (UCD),7th Annual Computational and Molecular Biology PhD Symposium,10/01/2016,3/31/2017,2837
16/TIDA/4001,SFI Technology Innovation Development Award ,,,Daniel O'Toole,"National University of Ireland, Galway (NUIG)",Development of a nebulised recombinant SOD protein for acute respiratory distress syndrome.,01/01/2017,12/31/2018,123704
16/TIDA/4003,SFI Technology Innovation Development Award ,,,Eoin Casey,University College Dublin (UCD),Development of Continuous Spatially Distributed Diafiltration for Pharmaceutical Synthesis,01/01/2017,6/30/2018,115548
16/TIDA/4004,SFI Technology Innovation Development Award ,,,Emma Creagh,Trinity College Dublin (TCD),Inflammatory Caspases - Expression and Function in Treatment-Resistant Oesophageal Cancer.,01/01/2017,10/31/2018,121535
16/DP/4005,SFI Discover Programme,,,Simon Elliott,Tyndall National Institute (TNI),Tyndall MakerDojo 2017,01/01/2017,12/31/2017,49917
16/CW/4010,SFI Conferences and Workshops Programme,,,Martin Leahy,"National University of Ireland, Galway (NUIG)","International Conference on Advanced Laser Technologies (ALT'16), Galway, Ireland",07/01/2016,9/30/2016,5864
16/TIDA/4011,SFI Technology Innovation Development Award ,,,Aleksandra Kaszubowska-Anandarajah,Trinity College Dublin (TCD),Real-time Flexible Transmitters for Optical Networks - REFLEXTION,01/01/2017,6/30/2018,128658
16/DP/4012,SFI Discover Programme,,,Clair McSweeney,Cosmos Education Ltd T/A Blackrock Castle Observatory,A Hand in Space- the masses behind human space exploration,01/01/2017,4/30/2018,49338
16/TIDA/4017,SFI Technology Innovation Development Award ,,,Thomas Barry,"National University of Ireland, Galway (NUIG)",Culture independent diagnostics technologies for the rapid detection of Non Tuberculosis Mycobacteria associated with water distribution system contamination,01/01/2017,3/31/2018,112994
16/TIDA/4018,SFI Technology Innovation Development Award ,,,Andrew Flaus,"National University of Ireland, Galway (NUIG)",Optimised chromatin substrates for epigenetic drug screening,01/01/2017,7/31/2018,122846
16/DP/4027,SFI Discover Programme,,,Sean O Brien,Learning Hub Limerick Ltd,Science Hub at Learning Hub Limerick,01/01/2017,12/31/2017,25000
16/DP/4032,SFI Discover Programme,,,Mary Murphy,Stop.watch Television Ltd,"INSIDERS 2, Children’s TV Science Series for Broadcaster RTÉ ",01/01/2017,12/31/2018,243850
16/TIDA/4042,SFI Technology Innovation Development Award ,,,Mark Tangney,University College Cork (UCC),LITE:  Live Imaging with Targeting Enzymes,01/01/2017,4/30/2018,123887
16/DP/4047,SFI Discover Programme,,,Eilish McLoughlin,Dublin City University (DCU),"Improving Gender Balance, Ireland",01/01/2017,12/31/2019,169929
16/DP/4052,SFI Discover Programme,,,Valerie Cowman,The Cork Electronics Industry Association (CEIA),EDU-STEM,01/01/2017,12/31/2017,50000
16/CW/4056,SFI Conferences and Workshops Programme,,,Douwe van Sinderen,University College Cork (UCC),PropioBifido2016: 4th International Symposium on Propionibacteria and  Bifidobacteria,08/01/2016,11/30/2016,11031
16/TIDA/4059,SFI Technology Innovation Development Award ,,,Tobias Engel,Royal College of Surgeons in Ireland (RCSI),"Development of a simple, fast blood test to support seizure diagnosis",01/01/2017,3/31/2018,108081
16/DP/4060,SFI Discover Programme,,,Joseph Roche,Trinity College Dublin (TCD),Engaging Irish Society with National Citizen Science Questions,01/01/2017,12/31/2018,49967
16/TIDA/4063,SFI Technology Innovation Development Award ,,,Jacintha O'Sullivan,Trinity College Dublin (TCD),"Pre-clinical evaluation of CC12, a novel anti-angiogenic drug, as a combination therapy for colorectal cancer patients.",01/01/2017,4/30/2018,126822
16/TIDA/4064,SFI Technology Innovation Development Award ,,,Walter Kolch,University College Dublin (UCD),"Next Generation Ex-vivo Functional Predictive Assays for High Grade Serous Ovarian Cancer Screening: Three Dimensional, Multicellular Drug Screening using Lab on a Chip Technologies ",01/01/2017,3/31/2018,119890
16/DP/4066,SFI Discover Programme,,,Andrea Bandelli,Trinity College Dublin (TCD),CREATIVE COLLISIONS - a strategic partnership with SFI and SGD,01/01/2017,12/31/2018,218000
16/TIDA/4080,SFI Technology Innovation Development Award ,,,Grainne Cunniffe,Trinity College Dublin (TCD),Mosaic scaffolding for osteochondral regeneration: modular biomimetic PCL templates functionalised with cartilage and bone specific extracellular matrix (ECM) components,01/01/2017,12/31/2017,59393
16/DP/4085,SFI Discover Programme,,,Daniel Vincent McCarthy,The Festival of Curiosity Ltd,Curiosity Studio 2017,01/01/2017,12/31/2017,50000
16/DP/4086,SFI Discover Programme,,,Daniel Vincent McCarthy,The Festival of Curiosity Ltd,CURIOUS FASHION / FUTURE FASHION  2017,01/01/2017,12/31/2017,50000
16/TIDA/4091,SFI Technology Innovation Development Award ,,,Andrew Bowie,Trinity College Dublin (TCD),Novel anti-inflammatory therapeutics derived from a human adapted poxvirus,01/01/2017,6/30/2018,129498
16/TIDA/4092,SFI Technology Innovation Development Award ,,,Madeline Murphy,University College Dublin (UCD),Development of a novel assay for sensitive and accurate detection of early stage kidney disease via exploitation of an hypoxia inducible protein,01/01/2017,9/30/2018,126427
16/DP/4097,SFI Discover Programme,,,Mary Cleary,ECDL Ireland Ltd T/A ICS Skills,Tech Week,01/01/2017,12/31/2018,75000
16/TIDA/4107,SFI Technology Innovation Development Award ,,,Anthony Robinson,Trinity College Dublin (TCD),Copper-Diamond Composite Heat Spreaders using Cold Spray Additive Manufacturing Technique,01/01/2017,12/31/2017,123509
16/TIDA/4120,SFI Technology Innovation Development Award ,,,Fergal O'Brien,Royal College of Surgeons in Ireland (RCSI),"Collagen-based, multi-layered scaffold for closure of tympanic membrane perforations (TympanoColl)",01/01/2017,4/30/2018,127934
